tickerA,tickerB,sector,entryDate,peakDate,exitDate,peakZ,exitZ,spreadMove,dollarPnl,cost,netPnl,holdDays
AMD,LRCX,SEMIS,2025-09-05,2025-09-05,2025-10-30,-2.9967,0.1166,0.12268215,122.68,8,114.68,39
AVGO,MRVL,SEMIS,2026-02-26,2026-02-27,2026-04-08,-2.9439,-0.3461,0.12267109,122.67,8,114.67,28
AMAT,NXPI,SEMIS,2026-02-18,2026-02-18,2026-03-26,2.5661,-0.2387,0.12239502,122.4,8,114.4,26
MU,NXPI,SEMIS,2026-03-30,2026-03-31,2026-04-07,-1.5684,-0.4748,0.12222487,122.22,8,114.22,5
NEM,TECK,MINING,2025-10-14,2025-10-16,2025-10-21,3.0758,-0.4118,0.12218244,122.18,8,114.18,5
NEM,GOLD,MINING,2025-11-12,2025-11-12,2025-11-20,1.5806,-0.4297,0.12198978,121.99,8,113.99,6
GOLD,RIO,MINING,2026-02-25,2026-02-25,2026-03-03,-1.9518,0.4721,0.12192806,121.93,8,113.93,4
FTNT,ORCL,TECH,2026-01-20,2026-01-23,2026-02-18,2.8044,0.2078,0.12186259,121.86,8,113.86,20
AMD,QCOM,SEMIS,2025-07-14,2025-07-15,2025-08-14,2.661,0.3798,0.12146013,121.46,8,113.46,23
NVO,VRTX,PHARMA,2025-12-23,2025-12-24,2026-01-29,2.4094,0.1765,0.12137509,121.38,8,113.38,24
QCOM,LRCX,SEMIS,2025-09-10,2025-09-11,2025-10-21,-2.7593,-0.3228,0.12121547,121.22,8,113.22,29
AMAT,TXN,SEMIS,2026-02-02,2026-02-04,2026-02-09,-2.648,-0.3652,0.12119864,121.2,8,113.2,5
AMD,ADI,SEMIS,2025-10-07,2025-10-07,2025-11-06,3.2804,0.086,0.12101337,121.01,8,113.01,22
JNJ,LLY,PHARMA,2026-01-13,2026-01-14,2026-03-05,3.1341,-0.1088,0.12041662,120.42,8,112.42,35
BKR,EOG,ENERGY,2026-01-05,2026-01-05,2026-02-13,3.6736,0.3358,0.12006519,120.07,8,112.07,28
HII,SAIC,DEFENSE,2025-09-03,2025-09-04,2025-10-17,3.8085,0.1681,0.11980555,119.81,8,111.81,32
STLA,ALV,AUTOS,2026-02-06,2026-02-06,2026-02-23,-3.5864,-0.4821,0.11961309,119.61,8,111.61,10
MU,ADI,SEMIS,2026-03-30,2026-03-30,2026-04-09,-1.8199,-0.3515,0.11953118,119.53,8,111.53,7
FTNT,NOW,TECH,2026-03-05,2026-03-06,2026-03-12,-2.0516,0.2035,0.1193612,119.36,8,111.36,5
PLTR,WDAY,TECH,2025-10-16,2025-10-16,2025-10-27,1.7913,0.2946,0.11927806,119.28,8,111.28,7
NEM,FCX,MINING,2025-08-26,2025-09-02,2025-10-09,2.468,0.3839,0.11845242,118.45,8,110.45,31
FTNT,ORCL,TECH,2025-10-31,2025-11-03,2025-12-08,2.0194,-0.1876,0.1180145,118.01,8,110.01,25
ORCL,SNOW,TECH,2025-09-10,2025-09-10,2025-09-25,3.9006,0.4355,0.1179152,117.92,8,109.92,11
GOLD,BHP,MINING,2026-02-23,2026-02-25,2026-03-05,-2.372,-0.3964,0.11728687,117.29,8,109.29,8
FTNT,WDAY,TECH,2025-05-12,2025-05-12,2025-06-03,-2.1795,0.4784,0.11711679,117.12,8,109.12,15
LLY,REGN,PHARMA,2025-08-08,2025-08-08,2025-08-19,-2.9854,-0.3504,0.11693764,116.94,8,108.94,7
CVX,BKR,ENERGY,2025-12-30,2026-01-05,2026-03-10,3.6031,0.4312,0.11656475,116.56,8,108.56,47
FCX,BHP,MINING,2025-09-26,2025-09-26,2025-10-07,-2.3639,-0.3873,0.1163589,116.36,8,108.36,7
AMD,INTC,SEMIS,2026-01-07,2026-01-09,2026-01-16,-2.864,-0.012,0.11635346,116.35,8,108.35,7
MRVL,TXN,SEMIS,2025-08-29,2025-08-29,2025-09-09,-2.9624,-0.3118,0.1162299,116.23,8,108.23,6
ESLT,KTOS,DEFENSE,2025-07-14,2025-07-17,2025-08-01,-2.8883,-0.1503,0.11620402,116.2,8,108.2,14
SNOW,NOW,TECH,2026-01-30,2026-02-04,2026-02-10,-3.0989,-0.2823,0.11604843,116.05,8,108.05,7
STLA,TM,AUTOS,2026-02-05,2026-02-06,2026-02-26,-3.7202,-0.3639,0.11584097,115.84,8,107.84,14
NEM,FCX,MINING,2026-03-20,2026-03-20,2026-03-31,-2.443,0.0419,0.11544771,115.45,8,107.45,7
CVX,HAL,ENERGY,2025-12-30,2026-01-05,2026-03-10,3.5684,0.1424,0.11523491,115.23,8,107.23,47
CRWD,NET,TECH,2025-07-11,2025-07-16,2025-08-28,-2.5123,0.2149,0.11478709,114.79,8,106.79,34
NEM,BHP,MINING,2025-08-26,2025-09-02,2025-10-09,2.6236,0.354,0.11473443,114.73,8,106.73,31
AMD,QCOM,SEMIS,2025-10-06,2025-10-06,2025-10-27,3.8283,0.3062,0.1144383,114.44,8,106.44,15
SWKS,TXN,SEMIS,2025-07-07,2025-07-11,2025-08-05,-3.2712,0.476,0.11442447,114.42,8,106.42,21
LMT,SAIC,DEFENSE,2025-09-05,2025-09-05,2025-10-16,2.926,0.3101,0.11427241,114.27,8,106.27,29
MU,TXN,SEMIS,2026-03-11,2026-03-17,2026-03-23,2.7287,0.0814,0.11397665,113.98,8,105.98,8
LRCX,SWKS,SEMIS,2026-01-07,2026-01-07,2026-02-06,2.3415,0.0847,0.11387804,113.88,8,105.88,21
FTNT,PLTR,TECH,2025-07-30,2025-08-07,2025-08-20,-3.7945,-0.4968,0.11385716,113.86,8,105.86,15
NVDA,ADI,SEMIS,2025-07-09,2025-07-15,2025-08-12,2.8682,0.4296,0.11372962,113.73,8,105.73,24
SNOW,DDOG,TECH,2025-12-02,2025-12-03,2025-12-16,2.0857,-0.0764,0.11362492,113.62,8,105.62,10
INTC,AMAT,SEMIS,2026-01-13,2026-01-14,2026-01-16,2.8294,0.0733,0.1135207,113.52,8,105.52,3
GOLD,TECK,MINING,2026-01-12,2026-01-12,2026-01-15,2.4401,-0.1812,0.11346359,113.46,8,105.46,3
EOG,OXY,ENERGY,2026-02-12,2026-02-13,2026-04-01,2.3046,0.2964,0.11339173,113.39,8,105.39,33
MU,TXN,SEMIS,2025-07-18,2025-07-22,2025-07-24,-2.048,0.4551,0.11288248,112.88,8,104.88,4
CRWD,FTNT,TECH,2026-03-27,2026-03-27,2026-04-07,-2.1413,0.4785,0.11285592,112.86,8,104.86,6
CRWD,NOW,TECH,2026-02-20,2026-02-23,2026-03-04,-3.0419,0.1613,0.11253203,112.53,8,104.53,8
ORCL,NET,TECH,2025-09-10,2025-09-10,2025-09-25,3.8107,0.4502,0.11241832,112.42,8,104.42,11
GOLD,FCX,MINING,2026-01-27,2026-01-27,2026-02-20,3.0854,0.394,0.11238486,112.38,8,104.38,17
EOG,VLO,ENERGY,2026-02-12,2026-02-13,2026-04-01,2.2722,0.3346,0.11219227,112.19,8,104.19,33
BWA,ALV,AUTOS,2026-02-03,2026-02-11,2026-02-26,3.7294,0.4215,0.11179078,111.79,8,103.79,16
NOC,ESLT,DEFENSE,2026-01-05,2026-01-05,2026-02-10,2.7876,0.4152,0.11153815,111.54,8,103.54,25
NET,PLTR,TECH,2026-02-11,2026-02-13,2026-02-20,2.1652,-0.0734,0.11151796,111.52,8,103.52,6
INTC,LRCX,SEMIS,2025-08-07,2025-08-08,2025-08-14,-1.6715,0.3672,0.11118921,111.19,8,103.19,5
CVX,SLB,ENERGY,2026-01-28,2026-01-30,2026-04-02,3.007,-0.3651,0.11076615,110.77,8,102.77,45
INTC,LRCX,SEMIS,2025-11-28,2025-12-02,2025-12-08,2.757,-0.1087,0.1107545,110.75,8,102.75,6
HAL,OXY,ENERGY,2026-02-19,2026-02-19,2026-03-25,-3.1562,-0.403,0.11050909,110.51,8,102.51,24
HII,LDOS,DEFENSE,2026-02-05,2026-02-05,2026-02-12,-2.5342,0.0383,0.1104725,110.47,8,102.47,5
NOC,HII,DEFENSE,2026-01-02,2026-01-05,2026-02-10,2.8066,0.4256,0.11039533,110.4,8,102.4,26
STNG,DHT,SHIPPING,2025-06-24,2025-06-24,2025-07-24,2.1446,0.4519,0.11019293,110.19,8,102.19,21
ORCL,NOW,TECH,2025-12-11,2025-12-12,2025-12-19,-2.5481,0.1302,0.10996338,109.96,8,101.96,6
CVX,DVN,ENERGY,2025-12-30,2026-01-05,2026-03-10,3.7137,0.3107,0.10964502,109.65,8,101.65,47
INTC,LRCX,SEMIS,2025-09-26,2025-09-26,2025-09-30,1.6209,0.4668,0.10959057,109.59,8,101.59,2
QCOM,KLAC,SEMIS,2026-01-09,2026-01-12,2026-01-30,-2.9125,-0.4434,0.10943779,109.44,8,101.44,14
INTC,NXPI,SEMIS,2025-10-29,2025-10-29,2025-11-04,2.8551,0.4685,0.10934527,109.35,8,101.35,4
INTC,QCOM,SEMIS,2026-02-05,2026-02-06,2026-02-13,1.9079,0.4402,0.1090761,109.08,8,101.08,6
NOC,HWM,DEFENSE,2026-01-05,2026-01-05,2026-02-10,2.9005,0.2415,0.10900603,109.01,8,101.01,25
ORCL,DDOG,TECH,2025-09-10,2025-09-10,2025-09-25,3.6828,0.4435,0.10883603,108.84,8,100.84,11
INTC,QCOM,SEMIS,2025-10-27,2025-10-27,2025-10-29,-2.1304,0.4694,0.10881706,108.82,8,100.82,2
AMAT,NXPI,SEMIS,2025-11-26,2025-11-26,2025-12-03,2.2306,-0.4696,0.10873131,108.73,8,100.73,4
LLY,REGN,PHARMA,2025-11-04,2025-11-04,2025-12-02,2.5327,0.4147,0.10848147,108.48,8,100.48,19
CVX,FANG,ENERGY,2025-12-30,2026-01-05,2026-03-10,3.6586,0.0663,0.10835991,108.36,8,100.36,47
MU,TXN,SEMIS,2025-08-08,2025-08-11,2025-08-20,2.7373,-0.4891,0.10832552,108.33,8,100.33,8
INTC,ON,SEMIS,2025-11-28,2025-12-02,2025-12-08,2.7106,0.336,0.10818051,108.18,8,100.18,6
INTC,ADI,SEMIS,2025-12-03,2025-12-03,2025-12-11,2.0196,0.0926,0.10803213,108.03,8,100.03,6
FTNT,NET,TECH,2025-08-08,2025-08-08,2025-08-22,-2.5731,-0.4114,0.10801361,108.01,8,100.01,10
AMAT,TXN,SEMIS,2026-02-19,2026-02-25,2026-03-06,2.0432,0.0102,0.10789801,107.9,8,99.9,11
NOW,WDAY,TECH,2026-02-17,2026-02-17,2026-03-20,2.1596,-0.178,0.10756907,107.57,8,99.57,23
MS,C,US_BANKS,2025-06-24,2025-06-26,2025-08-01,-2.8291,-0.4851,0.10747748,107.48,8,99.48,27
QCOM,AMAT,SEMIS,2026-01-09,2026-01-12,2026-02-04,-3.2055,-0.353,0.10744867,107.45,8,99.45,17
AA,CLF,MINING,2025-12-22,2025-12-22,2026-01-16,2.2957,0.262,0.10738256,107.38,8,99.38,17
AMD,INTC,SEMIS,2026-01-23,2026-01-23,2026-01-30,2.2996,0.2469,0.10721413,107.21,8,99.21,5
KTOS,TDG,DEFENSE,2025-08-06,2025-08-06,2025-08-29,2.6303,0.275,0.10710072,107.1,8,99.1,17
SNOW,WDAY,TECH,2025-11-21,2025-11-21,2025-11-26,-3.1086,0.466,0.1067922,106.79,8,98.79,3
NEM,VALE,MINING,2026-03-20,2026-03-20,2026-03-31,-2.472,-0.0446,0.10658104,106.58,8,98.58,7
AMAT,SWKS,SEMIS,2025-11-03,2025-11-05,2025-12-17,2.8176,-0.2805,0.10644892,106.45,8,98.45,31
MDB,NOW,TECH,2025-06-04,2025-06-05,2025-06-16,3.6486,0.3048,0.10645282,106.45,8,98.45,8
NEM,SCCO,MINING,2026-03-20,2026-03-20,2026-03-31,-2.4712,0.082,0.10629949,106.3,8,98.3,7
FTNT,SNOW,TECH,2026-01-23,2026-01-23,2026-02-17,2.7079,0.4927,0.10622603,106.23,8,98.23,16
KLAC,SWKS,SEMIS,2026-02-04,2026-02-04,2026-02-11,-1.7088,-0.2763,0.10619333,106.19,8,98.19,5
AMD,ON,SEMIS,2025-10-07,2025-10-07,2025-11-06,3.2258,0.2728,0.10589634,105.9,8,97.9,22
MRVL,ADI,SEMIS,2026-02-04,2026-02-04,2026-02-09,-2.7729,-0.0306,0.10587997,105.88,8,97.88,3
PLTR,WDAY,TECH,2026-02-10,2026-02-11,2026-03-03,2.3635,0.3647,0.10576902,105.77,8,97.77,14
GOLD,SCCO,MINING,2026-01-15,2026-01-15,2026-01-29,-2.8021,0.0379,0.10558872,105.59,8,97.59,9
NET,WDAY,TECH,2025-09-26,2025-09-26,2025-10-01,-1.8097,0.0093,0.10538292,105.38,8,97.38,3
INTC,LRCX,SEMIS,2025-09-11,2025-09-11,2025-09-18,-2.9541,0.0153,0.10515268,105.15,8,97.15,5
JNJ,BMY,PHARMA,2026-01-14,2026-01-14,2026-03-04,3.1228,0.3893,0.10505849,105.06,8,97.06,33
CRWD,FTNT,TECH,2026-01-29,2026-02-05,2026-02-13,-3.2178,-0.3706,0.1049452,104.95,8,96.95,11
ZS,WDAY,TECH,2025-11-28,2025-11-28,2026-01-16,-2.0725,0.0653,0.10485951,104.86,8,96.86,33
DDOG,PLTR,TECH,2025-07-07,2025-07-07,2025-07-11,2.3302,0.4222,0.10448306,104.48,8,96.48,4
ORCL,PLTR,TECH,2025-06-13,2025-06-13,2025-08-01,3.0765,0.3947,0.10430038,104.3,8,96.3,33
STNG,NAT,SHIPPING,2026-02-27,2026-03-02,2026-03-11,-2.604,-0.4342,0.10427752,104.28,8,96.28,8
CRWD,NOW,TECH,2026-02-04,2026-02-05,2026-02-11,-3.5275,0.1589,0.10422514,104.23,8,96.23,5
MU,NXPI,SEMIS,2025-12-03,2025-12-03,2025-12-10,-2.7452,-0.2191,0.10422172,104.22,8,96.22,5
MRVL,TXN,SEMIS,2026-01-30,2026-02-03,2026-02-09,-2.5422,-0.2157,0.10392071,103.92,8,95.92,6
INTC,NXPI,SEMIS,2025-11-28,2025-11-28,2025-12-03,3.6077,0.1595,0.10377363,103.77,8,95.77,3
CRM,WDAY,TECH,2026-02-09,2026-02-09,2026-03-03,3.2086,0.4464,0.10366804,103.67,8,95.67,15
NVO,REGN,PHARMA,2026-02-03,2026-02-05,2026-03-12,-2.8752,-0.3752,0.10356269,103.56,8,95.56,26
QCOM,KLAC,SEMIS,2026-03-06,2026-03-06,2026-03-26,2.6514,-0.2732,0.10341095,103.41,8,95.41,14
GOLD,SCCO,MINING,2025-06-26,2025-06-26,2025-07-21,-3.1929,0.4071,0.10306538,103.07,8,95.07,16
NEM,RIO,MINING,2025-09-02,2025-09-02,2025-10-09,2.5171,0.3714,0.10278351,102.78,8,94.78,27
NEM,VALE,MINING,2026-02-05,2026-02-05,2026-02-09,-1.6062,0.2587,0.10273559,102.74,8,94.74,2
BWXT,KTOS,DEFENSE,2025-08-04,2025-08-05,2025-08-15,3.7326,0.3999,0.10266125,102.66,8,94.66,9
NEM,GOLD,MINING,2026-01-21,2026-01-23,2026-02-11,2.1744,-0.4087,0.10262744,102.63,8,94.63,15
HII,SAIC,DEFENSE,2025-10-24,2025-10-24,2025-12-01,3.3782,0.2479,0.10251528,102.52,8,94.52,25
MRVL,TXN,SEMIS,2025-11-21,2025-11-21,2025-11-26,-2.1586,-0.1235,0.10239651,102.4,8,94.4,3
INTC,MU,SEMIS,2026-02-20,2026-02-20,2026-03-03,-1.6509,-0.1073,0.10236357,102.36,8,94.36,7
JNJ,REGN,PHARMA,2026-01-13,2026-01-14,2026-03-09,3.2118,-0.4466,0.10215275,102.15,8,94.15,37
ESLT,KTOS,DEFENSE,2025-09-16,2025-09-18,2025-10-15,-2.7003,0.0395,0.10197899,101.98,8,93.98,21
ESLT,TDG,DEFENSE,2026-02-03,2026-02-03,2026-02-11,3.2211,0.0512,0.10186395,101.86,8,93.86,6
ZS,NOW,TECH,2025-11-28,2025-11-28,2026-01-16,-2.2135,-0.4657,0.10177096,101.77,8,93.77,33
FTNT,WDAY,TECH,2025-09-15,2025-09-16,2025-09-18,1.9617,-0.462,0.10140385,101.4,8,93.4,3
XOM,VLO,ENERGY,2026-01-13,2026-01-14,2026-02-17,2.3761,0.4465,0.10139152,101.39,8,93.39,23
TM,ALV,AUTOS,2025-06-05,2025-06-11,2025-07-18,-2.393,0.1494,0.10124671,101.25,8,93.25,29
STNG,DHT,SHIPPING,2026-01-02,2026-01-02,2026-01-15,2.4268,-0.366,0.10117148,101.17,8,93.17,9
FCX,TECK,MINING,2025-07-24,2025-07-25,2025-08-05,2.7868,0.3216,0.10117463,101.17,8,93.17,8
KLAC,ON,SEMIS,2026-02-04,2026-02-04,2026-02-11,-1.7928,-0.334,0.10109804,101.1,8,93.1,5
AVGO,ADI,SEMIS,2026-02-05,2026-02-05,2026-02-09,-1.8949,0.3133,0.10055278,100.55,8,92.55,2
JNJ,AMGN,PHARMA,2025-07-16,2025-07-16,2025-09-24,3.2814,0.1979,0.10048209,100.48,8,92.48,49
GLD,SLV,COMMODITY,2026-02-27,2026-02-27,2026-03-03,-1.5837,0.1837,0.10043229,100.43,8,92.43,2
INTC,ADI,SEMIS,2025-10-27,2025-10-28,2025-11-04,3.2495,-0.4419,0.10007949,100.08,8,92.08,6
AMD,MU,SEMIS,2026-03-13,2026-03-17,2026-03-20,-2.5899,-0.189,0.09978006,99.78,8,91.78,5
ON,ADI,SEMIS,2025-11-11,2025-11-12,2025-12-17,-2.9587,-0.23,0.09973505,99.74,8,91.74,25
ON,NXPI,SEMIS,2025-11-26,2025-11-26,2025-12-18,2.038,-0.2767,0.09946597,99.47,8,91.47,15
MDB,NOW,TECH,2026-03-04,2026-03-04,2026-03-23,-2.6708,-0.1946,0.09942987,99.43,8,91.43,13
BWA,ALV,AUTOS,2025-07-31,2025-07-31,2025-09-02,3.295,0.482,0.09916487,99.16,8,91.16,22
LRCX,SWKS,SEMIS,2026-03-06,2026-03-06,2026-03-16,-2.6907,-0.1807,0.09908336,99.08,8,91.08,6
AA,CLF,MINING,2026-03-11,2026-03-11,2026-03-27,2.9891,-0.4529,0.09897844,98.98,8,90.98,12
MU,SWKS,SEMIS,2026-03-31,2026-03-31,2026-04-07,-1.6134,-0.4854,0.09896924,98.97,8,90.97,4
DVN,OXY,ENERGY,2025-11-04,2025-11-04,2025-12-26,2.8134,0.0184,0.09886351,98.86,8,90.86,36
NET,PLTR,TECH,2026-01-27,2026-01-27,2026-01-29,2.1221,0.207,0.09873474,98.73,8,90.73,2
NVO,VRTX,PHARMA,2025-09-16,2025-09-18,2025-09-25,3.3361,-0.363,0.09869539,98.7,8,90.7,7
BKR,EOG,ENERGY,2025-09-03,2025-09-04,2025-10-09,2.9118,0.2677,0.0982543,98.25,8,90.25,26
MDB,WDAY,TECH,2025-05-23,2025-05-23,2025-07-01,3.5337,0.3136,0.0981631,98.16,8,90.16,25
NEM,BHP,MINING,2026-02-05,2026-02-05,2026-02-09,-1.6282,0.1631,0.09812679,98.13,8,90.13,2
STLA,BWA,AUTOS,2026-03-23,2026-03-25,2026-03-30,-1.9768,0.1189,0.09810868,98.11,8,90.11,5
SNOW,PLTR,TECH,2025-08-28,2025-08-28,2025-09-12,3.6017,0.3269,0.09802813,98.03,8,90.03,10
CVX,MPC,ENERGY,2025-12-31,2026-01-05,2026-03-04,3.2689,-0.0316,0.09774472,97.74,8,89.74,42
VALE,CLF,MINING,2026-01-05,2026-01-06,2026-02-06,3.4956,0.4028,0.09770657,97.71,8,89.71,23
INTC,MU,SEMIS,2025-09-10,2025-09-11,2025-09-18,-2.7973,-0.3548,0.09767032,97.67,8,89.67,6
LHX,SAIC,DEFENSE,2025-09-04,2025-09-04,2025-10-15,3.0634,-0.2512,0.09761803,97.62,8,89.62,29
HAL,PSX,ENERGY,2025-05-12,2025-05-13,2025-05-21,-2.136,-0.2943,0.09734937,97.35,8,89.35,7
GOLD,SCCO,MINING,2026-03-19,2026-03-20,2026-03-25,1.8729,0.0992,0.09727812,97.28,8,89.28,4
PANW,NOW,TECH,2025-05-21,2025-05-21,2025-06-27,-2.8203,0.0757,0.09706467,97.06,8,89.06,25
CRWD,NET,TECH,2026-03-24,2026-03-25,2026-04-07,-2.4353,0.4145,0.09698616,96.99,8,88.99,9
NEM,BHP,MINING,2026-03-20,2026-03-20,2026-03-31,-2.5237,-0.0507,0.09673318,96.73,8,88.73,7
JNJ,ABBV,PHARMA,2026-01-12,2026-01-14,2026-03-03,3.0232,0.161,0.09655144,96.55,8,88.55,34
AMAT,ADI,SEMIS,2026-02-04,2026-02-04,2026-02-09,-2.6357,-0.3692,0.09631663,96.32,8,88.32,3
NVDA,TXN,SEMIS,2025-05-12,2025-05-12,2025-05-14,-2.3432,0.2143,0.09621986,96.22,8,88.22,2
NEM,RIO,MINING,2026-02-05,2026-02-05,2026-02-09,-1.5495,0.1668,0.09612245,96.12,8,88.12,2
INTC,ON,SEMIS,2026-03-10,2026-03-11,2026-03-17,2.4345,-0.325,0.0958241,95.82,8,87.82,5
LLY,VRTX,PHARMA,2025-11-03,2025-11-05,2025-12-02,2.5929,0.3407,0.09568788,95.69,8,87.69,20
FTNT,WDAY,TECH,2025-07-15,2025-07-15,2025-07-24,2.3805,-0.3024,0.09564636,95.65,8,87.65,7
INTC,KLAC,SEMIS,2026-02-04,2026-02-04,2026-02-10,1.5071,-0.0039,0.09556335,95.56,8,87.56,4
XOM,OXY,ENERGY,2026-01-14,2026-01-14,2026-02-20,2.442,-0.1276,0.09547557,95.48,8,87.48,25
LRCX,TXN,SEMIS,2026-03-06,2026-03-06,2026-03-16,-2.8263,-0.277,0.09544305,95.44,8,87.44,6
DDOG,MDB,TECH,2026-02-23,2026-02-23,2026-02-26,-2.1044,-0.1068,0.09535382,95.35,8,87.35,3
ORCL,SNOW,TECH,2025-12-18,2025-12-18,2025-12-22,-1.6994,-0.1466,0.09524972,95.25,8,87.25,2
KTOS,HWM,DEFENSE,2026-02-27,2026-02-27,2026-03-09,-1.5766,0.0139,0.09501221,95.01,8,87.01,6
NVO,AMGN,PHARMA,2025-09-15,2025-09-18,2025-09-26,2.9922,0.1868,0.09494142,94.94,8,86.94,9
ESLT,KTOS,DEFENSE,2025-05-22,2025-05-27,2025-05-29,-2.5832,-0.428,0.094763,94.76,8,86.76,4
INTC,AMAT,SEMIS,2025-09-18,2025-09-18,2025-09-23,2.6113,-0.4142,0.09471996,94.72,8,86.72,3
CRWD,ORCL,TECH,2026-02-20,2026-02-23,2026-03-03,-2.8306,-0.106,0.09467779,94.68,8,86.68,7
AMD,NXPI,SEMIS,2026-01-07,2026-01-09,2026-01-13,-1.9635,-0.249,0.09466347,94.66,8,86.66,4
INTC,AMAT,SEMIS,2026-03-24,2026-03-24,2026-03-26,-1.6916,0.2783,0.09456555,94.57,8,86.57,2
LRCX,TXN,SEMIS,2026-02-04,2026-02-04,2026-02-09,-1.9791,-0.021,0.09449795,94.5,8,86.5,3
PLTR,NOW,TECH,2025-10-02,2025-10-02,2025-10-13,2.0637,-0.0886,0.09449924,94.5,8,86.5,7
NEM,TECK,MINING,2026-03-20,2026-03-20,2026-03-31,-2.499,-0.0491,0.09436369,94.36,8,86.36,7
CRWD,PLTR,TECH,2026-02-20,2026-02-23,2026-03-03,-2.6656,-0.3416,0.0941369,94.14,8,86.14,7
INTC,AMAT,SEMIS,2025-10-28,2025-10-28,2025-11-07,2.907,-0.2225,0.09412159,94.12,8,86.12,8
NEM,GOLD,MINING,2025-10-15,2025-10-16,2025-10-22,2.6468,-0.3479,0.09410515,94.11,8,86.11,5
NEM,SCCO,MINING,2026-02-05,2026-02-05,2026-02-09,-1.5253,0.1641,0.09401379,94.01,8,86.01,2
LLY,VRTX,PHARMA,2025-08-06,2025-08-06,2025-08-14,1.8878,-0.0813,0.09392036,93.92,8,85.92,6
LRCX,ADI,SEMIS,2026-03-18,2026-03-19,2026-03-27,2.1357,-0.296,0.09361659,93.62,8,85.62,7
USO,UNG,COMMODITY,2025-06-12,2025-06-13,2025-06-24,3.0104,-0.0329,0.09355263,93.55,8,85.55,7
SNOW,WDAY,TECH,2026-04-06,2026-04-06,2026-04-08,-1.7449,0.2875,0.09349348,93.49,8,85.49,2
FANG,MPC,ENERGY,2025-11-19,2025-11-20,2026-01-13,2.8407,-0.3002,0.09346744,93.47,8,85.47,36
COP,MPC,ENERGY,2025-12-03,2025-12-03,2026-01-07,3.1105,-0.0179,0.09334247,93.34,8,85.34,23
GOLD,AA,MINING,2025-10-16,2025-10-16,2025-10-21,2.842,-0.3627,0.09305514,93.06,8,85.06,3
GOLD,CLF,MINING,2025-11-06,2025-11-10,2025-11-14,2.7758,0.2629,0.09305328,93.05,8,85.05,6
JNJ,PFE,PHARMA,2026-01-14,2026-01-14,2026-03-09,3.088,-0.2042,0.09304513,93.05,8,85.05,36
HAL,COP,ENERGY,2026-01-05,2026-01-07,2026-02-23,2.6285,-0.3265,0.09288268,92.88,8,84.88,33
STLA,APTV,AUTOS,2025-12-05,2025-12-05,2025-12-11,2.1673,0.3956,0.09286208,92.86,8,84.86,4
INTC,KLAC,SEMIS,2025-11-28,2025-12-02,2025-12-10,2.942,0.4988,0.09275454,92.75,8,84.75,8
LRCX,ON,SEMIS,2026-01-06,2026-01-06,2026-02-06,2.5716,0.2256,0.0925629,92.56,8,84.56,22
NOC,KTOS,DEFENSE,2026-01-15,2026-01-16,2026-02-25,2.178,0.3993,0.0923608,92.36,8,84.36,27
PLTR,NOW,TECH,2025-06-02,2025-06-03,2025-06-06,1.8934,-0.3468,0.09229907,92.3,8,84.3,4
GOLD,RIO,MINING,2026-01-28,2026-01-28,2026-02-03,1.6281,-0.3318,0.09230286,92.3,8,84.3,4
JNJ,LLY,PHARMA,2025-07-16,2025-07-16,2025-08-26,3.0902,0.0366,0.0921756,92.18,8,84.18,29
NVO,REGN,PHARMA,2026-01-05,2026-01-05,2026-01-29,2.7106,0.4134,0.09204956,92.05,8,84.05,17
LRCX,NXPI,SEMIS,2025-08-08,2025-08-08,2025-09-04,2.464,-0.0169,0.0914794,91.48,8,83.48,18
CVX,COP,ENERGY,2025-12-31,2026-01-05,2026-03-04,3.6262,0.155,0.09134131,91.34,8,83.34,42
SNOW,DDOG,TECH,2025-10-24,2025-10-27,2025-11-20,2.8075,-0.3298,0.09112899,91.13,8,83.13,19
GOLD,CLF,MINING,2026-03-27,2026-03-30,2026-04-07,-2.2607,-0.4338,0.09102518,91.03,8,83.03,6
SWKS,ADI,SEMIS,2026-01-07,2026-01-07,2026-02-05,-3.738,-0.307,0.09101237,91.01,8,83.01,20
GILD,VRTX,PHARMA,2025-08-06,2025-08-08,2025-08-21,2.8386,0.3508,0.09101041,91.01,8,83.01,11
KLAC,SWKS,SEMIS,2026-01-05,2026-01-05,2026-01-30,2.7026,-0.1628,0.09066605,90.67,8,82.67,18
AMD,NXPI,SEMIS,2025-07-15,2025-07-16,2025-08-12,2.3891,0.3403,0.09056143,90.56,8,82.56,20
ORCL,SNOW,TECH,2025-11-24,2025-11-25,2025-12-04,-1.7549,-0.0058,0.09047787,90.48,8,82.48,7
INTC,LRCX,SEMIS,2026-02-20,2026-02-20,2026-02-27,-1.7885,-0.3628,0.09045899,90.46,8,82.46,5
ZS,PLTR,TECH,2025-11-28,2025-11-28,2026-01-07,-2.2188,0.1156,0.09037413,90.37,8,82.37,26
AVGO,TXN,SEMIS,2025-10-24,2025-10-29,2025-11-04,2.8554,0.2813,0.09023395,90.23,8,82.23,7
HII,LDOS,DEFENSE,2025-06-13,2025-06-13,2025-07-30,2.4125,0.4932,0.09015536,90.16,8,82.16,31
MU,ADI,SEMIS,2025-08-08,2025-08-08,2025-09-03,3.0002,-0.3895,0.0901016,90.1,8,82.1,17
